ingredient_name,skin_type,concerns,label,label_int,confidence,reason,sensitivity_score,breadth_score,category
Triazine Diethyl Butamidotriazone,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Thiamidol,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Other
Tranexamic Acid,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Other
Tomato Stem Cells,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Teprenone,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,5,Other
Threonine,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Addresses 1 concern(s); low irritancy [label adjusted for expert variance],0,2,Amino Acid
Zinc Gluconate,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Mineral
Tetrahexyldecyl Ascorbate,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,1,5,Vitamin C
Zinc,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,4,Mineral
Yerba Mate Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Yeast Amino Acids,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Probiotic/Ferment
Willow Herb Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Willow Bark Extract,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,2,6,Plant Extract
Wild Cherry Extract,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
White Tea,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Vitamin K1,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,1,Vitamin
Vitamin E,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,4,Vitamin
Vitamin C,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (4): category=Vitamin C, sensitivity=3, desc signals=0",3,5,Vitamin C
Vitamin B5,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Vitamin
Vitamin A,Oily,"['Dullness', 'Texture']",poor fit,2,4,"High combined irritancy score (7): category=Retinoid, sensitivity=3, desc signals=1",3,9,Retinoid
Vibrio Alginolyticus Ferment Filtrate,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Probiotic/Ferment
Tea Tree Oil,Oily,"['Dullness', 'Texture']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,2,Lipid/Oil
Zinc Sulfate,Oily,"['Dullness', 'Texture']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Mineral
Zinc PCA,Oily,"['Dullness', 'Texture']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,5,Mineral
Neoglucosamine,Oily,"['Dullness', 'Texture']",good fit,0,3,Addresses 1 concern(s); low irritancy,1,8,Other
Taurine,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Addresses 2 concern(s); low irritancy [label adjusted for expert variance],0,3,Amino Acid
Sodium Ascorbyl Phosphate,Oily,"['Dullness', 'Texture']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Oily skin,1,5,Vitamin C
Alpha-Glucan Oligosaccharide,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Other
Aloe Vera,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,4,Other
Allantoin,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Other
Algin,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Other
Algae Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Marine/Algae
Algae Exopolysaccharides,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,3,Marine/Algae
Alaria Esculenta Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Plant Extract
Alanine,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,2,Amino Acid
Ahnfeltia Concinna Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Plant Extract
Adenosine,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,7,Other
Acetyl Tyrosinamide,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Other
Acetyl Tetrapeptide,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Peptide
Acetyl Glucosamine,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,7,Other
Acetylarginyltryptophyl Diphenylglycine,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Amino Acid
Acai Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Ascorbic Acid,Dry,"['Dryness', 'Fine Lines']",poor fit,2,5,Directly flagged in avoid list for Dry skin and high irritancy (7),3,5,Vitamin C
Ascophyllum Nodosum Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,3,Plant Extract
Arginine PCA,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,2,Amino Acid
Arginine/Lysine Polypeptide,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Peptide
Arginine HCL,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,2,Amino Acid
Arginine,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,3,Amino Acid
Argan Oil,Dry,"['Dryness', 'Fine Lines']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Dry skin,1,3,Lipid/Oil
Arbutin,Dry,"['Dryness', 'Fine Lines']",good fit,0,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],1,2,Other
Aquagenium,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,2,Other
Apple Stem Cells,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Plant Extract
Apple Polyphenols,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Other
Apple Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Anti-Ageing Peptides,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Peptide
Amino Acids,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,5,Amino Acid
Alteromonas Ferment Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Probiotic/Ferment
Bifida Ferment Lysate,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Probiotic/Ferment
Beta Glucan,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Other
Bakuchiol,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Other
Azelaoyl Bis-Dipeptide,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,1,3,Peptide
Azelaic Acid,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,1,8,Other
Avocado Oil,Dry,"['Dryness', 'Fine Lines']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Dry skin,1,3,Lipid/Oil
Avocado Ferment,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Probiotic/Ferment
Avene Thermal Water,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Plant Extract
Asparagopsis Armata Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Plant Extract
Ascorbyl Palmitate,Dry,"['Dryness', 'Fine Lines']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Dry skin,1,1,Vitamin C
Ascorbyl Glucoside,Dry,"['Dryness', 'Fine Lines']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Dry skin,1,5,Vitamin C
Caffeine,Dry,"['Dryness', 'Fine Lines']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Caffeic Acid,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Cabbage Leaf Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Butyl Methoxydibenzoylmethane,Dry,"['Dryness', 'Fine Lines']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Blue Mallow Extract,Dry,"['Dryness', 'Fine Lines']",possible irritation,1,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,0,Plant Extract
Blue Lotus Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Blueberry Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Bilberry Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Dry,"['Dryness', 'Fine Lines']",poor fit,2,4,"High combined irritancy score (5): category=UV Filter, sensitivity=2, desc signals=1",2,1,UV Filter
Bisabolol,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Other
Bio-Active Glucosides,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Chondrus Crispus,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,3,Other
Cholesterol,Dry,"['Dryness', 'Fine Lines']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Dry skin,0,3,Other
Chlorophyll,Dry,"['Dryness', 'Fine Lines']",possible irritation,1,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,0,Other
Chlorella Vulgaris Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,3,Plant Extract
Chamomile Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,2,Plant Extract
Chlorella Protothecoides Oil,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,3,Lipid/Oil
Ceramides,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Ceramide
Chlorella Protothecoides,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 2 concern(s); low irritancy,0,3,Other
Chemical UV Filters,Dry,"['Dryness', 'Fine Lines']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Dry skin,1,1,UV Filter
Caprooyl Sphingosine,Dry,"['Dryness', 'Fine Lines']",poor fit,2,3,Moderate irritancy (2) — possible irritation for Dry skin [label adjusted for expert variance],0,4,Ceramide
Centella Asiatica,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 3 concern(s) and description confirms soothing profile,0,5,Other
Carnosine,Dry,"['Dryness', 'Fine Lines']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Other
Caprooyl Phytosphingosine,Dry,"['Dryness', 'Fine Lines']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Dry skin,0,4,Ceramide
Ectoin,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,2,Other
Dunaliella Salina (Green Algae) Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Marine/Algae
Dioic Acid,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Other
Cucumber Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Dipeptide Diaminobutyroyl Benzylamide Diacetate,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Peptide
Dipeptide,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Peptide
Copper Peptide,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy [label adjusted for expert variance],0,3,Peptide
Copper Palmitoyl Heptapeptide,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Peptide
Copper Heptapeptide-14 Pantothenate,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Peptide
Coffee Seed Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Citric Acid,Dry,"['Dryness', 'Fine Lines']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Dry skin,0,4,AHA
Cinnamon Bark,Dry,"['Dryness', 'Fine Lines']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Other
Fomes Ofﬁcinalis (Mushroom) Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Ginkgo Biloba,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Fructooligosaccharides,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Other
Feverfew Extract,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Ferulic Acid,Dry,"['Dryness', 'Fine Lines']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Vitamin
Ethylhexyl Triazone,Dry,"['Dryness', 'Fine Lines']",poor fit,2,4,"High combined irritancy score (4): category=UV Filter, sensitivity=2, desc signals=0",2,1,UV Filter
Ferric Hexapeptide,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Peptide
Fernblock,Dry,"['Dryness', 'Fine Lines']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Other
Evening Primrose Oil,Dry,"['Dryness', 'Fine Lines']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,2,Lipid/Oil
Essential Lipids,Dry,"['Dryness', 'Fine Lines']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Dry skin,0,5,Other
Endothelyol,Dry,"['Dryness', 'Fine Lines']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Other
Ethylhexyl Salicylate,Dry,"['Dryness', 'Fine Lines']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Dry skin,2,1,Other
